best m,c is 1.520000,14.070000 with error 14.889632 in direction 0
best m,c is 1.520000,14.080000 with error 14.886020 in direction 0
best m,c is 1.520000,14.090000 with error 14.882413 in direction 0
best m,c is 1.520000,14.100000 with error 14.878812 in direction 0
best m,c is 1.520000,14.110000 with error 14.875217 in direction 0
best m,c is 1.520000,14.120000 with error 14.871628 in direction 0
best m,c is 1.520000,14.130000 with error 14.868045 in direction 0
best m,c is 1.520000,14.140000 with error 14.864467 in direction 0
best m,c is 1.520000,14.150000 with error 14.860896 in direction 0
best m,c is 1.520000,14.160000 with error 14.857330 in direction 0
best m,c is 1.520000,14.170000 with error 14.853770 in direction 0
best m,c is 1.520000,14.180000 with error 14.850216 in direction 0
best m,c is 1.520000,14.190000 with error 14.846668 in direction 0
best m,c is 1.520000,14.200000 with error 14.843126 in direction 0
best m,c is 1.520000,14.210000 with error 14.839590 in direction 0
best m,c is 1.520000,14.220000 with error 14.836059 in direction 0
best m,c is 1.520000,14.230000 with error 14.832535 in direction 0
best m,c is 1.520000,14.240000 with error 14.829016 in direction 0
best m,c is 1.520000,14.250000 with error 14.825503 in direction 0
best m,c is 1.520000,14.260000 with error 14.821997 in direction 0
best m,c is 1.520000,14.270000 with error 14.818496 in direction 0
best m,c is 1.520000,14.280000 with error 14.815001 in direction 0
best m,c is 1.520000,14.290000 with error 14.811512 in direction 0
best m,c is 1.520000,14.300000 with error 14.808029 in direction 0
best m,c is 1.520000,14.310000 with error 14.804552 in direction 0
best m,c is 1.520000,14.320000 with error 14.801081 in direction 0
best m,c is 1.520000,14.330000 with error 14.797615 in direction 0
best m,c is 1.520000,14.340000 with error 14.794156 in direction 0
best m,c is 1.520000,14.350000 with error 14.790703 in direction 0
best m,c is 1.520000,14.360000 with error 14.787255 in direction 0
best m,c is 1.520000,14.370000 with error 14.783814 in direction 0
best m,c is 1.520000,14.380000 with error 14.780379 in direction 0
best m,c is 1.520000,14.390000 with error 14.776949 in direction 0
best m,c is 1.520000,14.400000 with error 14.773526 in direction 0
best m,c is 1.520000,14.410000 with error 14.770108 in direction 0
best m,c is 1.520000,14.420000 with error 14.766696 in direction 0
best m,c is 1.520000,14.430000 with error 14.763291 in direction 0
best m,c is 1.520000,14.440000 with error 14.759891 in direction 0
best m,c is 1.520000,14.450000 with error 14.756498 in direction 0
best m,c is 1.520000,14.460000 with error 14.753110 in direction 0
best m,c is 1.520000,14.470000 with error 14.749729 in direction 0
best m,c is 1.520000,14.480000 with error 14.746353 in direction 0
best m,c is 1.520000,14.490000 with error 14.742983 in direction 0
best m,c is 1.520000,14.500000 with error 14.739620 in direction 0
best m,c is 1.520000,14.510000 with error 14.736262 in direction 0
best m,c is 1.520000,14.520000 with error 14.732911 in direction 0
best m,c is 1.520000,14.530000 with error 14.729565 in direction 0
best m,c is 1.520000,14.540000 with error 14.726226 in direction 0
best m,c is 1.520000,14.550000 with error 14.722892 in direction 0
best m,c is 1.520000,14.560000 with error 14.719565 in direction 0
best m,c is 1.520000,14.570000 with error 14.716244 in direction 0
best m,c is 1.520000,14.580000 with error 14.712928 in direction 0
best m,c is 1.520000,14.590000 with error 14.709619 in direction 0
best m,c is 1.520000,14.600000 with error 14.706316 in direction 0
best m,c is 1.520000,14.610000 with error 14.703019 in direction 0
best m,c is 1.520000,14.620000 with error 14.699728 in direction 0
best m,c is 1.520000,14.630000 with error 14.696443 in direction 0
best m,c is 1.520000,14.640000 with error 14.693164 in direction 0
best m,c is 1.520000,14.650000 with error 14.689891 in direction 0
best m,c is 1.520000,14.660000 with error 14.686624 in direction 0
